country,capital,name,xid,kinds,wikipedia_extracts,clear_link,category,latitude,longitude
United Kingdom,London,11 Downing Street,Q2403633,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","11 Downing Street (sometimes referred to as just Number 11) is the official residence of Britain's Chancellor of the Exchequer (who traditionally also has the title of Second Lord of the Treasury). The residence, in Downing Street in London, was built alongside the official residence of the Prime Minister at Number 10 in 1682.The first Chancellor to live there was Henry Petty-Fitzmaurice in 1806, but Number 11 did not become the Chancellor's official residence until 1828.It is currently the official residence of Philip Hammond, who was appointed as Chancellor by Prime Minister Theresa May in July 2016.",https://upload.wikimedia.org/wikipedia/commons/2/2f/11_Downing_Street_-_geograph.org.uk_-_253377.jpg,historic_architecture,51.503387,-0.127833
United Kingdom,London,Equestrian statue of the Viscount Wolseley,N5072857859,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments","The equestrian statue of the Viscount Wolseley is an outdoor sculpture depicting Garnet Wolseley, 1st Viscount Wolseley, located at the Horse Guards Parade in London, United Kingdom. It is by Sir William Goscombe John and was unveiled by the Duke of Connaught in 1920. The front of the plinth contains an inscription which reads ""Wolseley"", while the back includes the inscription: ""Field-Marshal Viscount Wolseley, KP, CGB, OM, GCMG, 1833–1913, Commander-in-Chief of the British Army, 1895–1900. / Burmah 1852–3 / Crimea 1854–5 / Indian Mutiny 1857–9 / China 1860–1 / Red River 1870 / Ashanti 1873–4 / South Africa 1879 / Egypt 1882 / Soudan 1884–5.""",https://upload.wikimedia.org/wikipedia/commons/2/22/Wolseley_statue%2C_Horse_Guards_Parade.jpg,historic,51.504955,-0.127498
United Kingdom,London,St Anselm and St Cecilia,W51755123,"religion,churches,interesting_places,catholic_churches","Church of St Anselm and St Cecilia is a Roman Catholic church at 310 Kingsway, Holborn, London SE11.It was built in about 1909, designed by Frederick Walters, and has been Grade II listed since 1974. The south aisle was added in about 1953, designed by Stanley Kerr Bate, and the facade was rebuilt at that time.",https://upload.wikimedia.org/wikipedia/commons/1/1b/Church_of_St_Anselm_and_St_Cecilia%2C_Kingsway%2C_London%2C_August_2015_01.jpg,religion,51.516674,-0.119373
United Kingdom,London,Silver Cross,W547522392,"historic_architecture,architecture,interesting_places,pubs,foods,tourist_facilities,other_buildings_and_structures","The Silver Cross Tavern is a pub on Whitehall in London, England. It was first opened as a licensed pub in 1674. The building had been an establishment at that location since the thirteenth century. It has been argued to be the only theoretically legal (albeit non-operating) brothel in the country.",https://upload.wikimedia.org/wikipedia/commons/8/84/Silver_Cross%2C_Trafalgar_Square%2C_SW1_%283386981339%29.jpg,historic_architecture,51.506596,-0.127003
United Kingdom,London,Admiralty House,Q779754,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Admiralty House in London is a Grade I listed building facing Whitehall, currently used for UK government functions and as ministerial flats. It was opened in 1788 and until 1964 was the official residence of the First Lords of the Admiralty.",https://upload.wikimedia.org/wikipedia/commons/3/36/Admiralty_House_-_Music_Room_2.jpeg,historic_architecture,51.505501,-0.1274
United Kingdom,London,43 King Street,Q5415939,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Evans Music-and-Supper Rooms was an entertainment venue for music and singing in early nineteenth century, located at 43 King Street, Covent Garden, London. The venue provided the type of entertainment which later evolved into music hall. What would later be known as the Evans Music and Supper Rooms was initially known as the Thomas Archer House. The house was built by Thomas Archer in 1712 for Admiral Edward Russell, the fourth Earl of Bedford's grandson. The House would later be sold to a man named Joy and turned into The Grand Hotel. Formerly the dining room of the Grand Hotel, a 'song and supper' room was established in the 1840s by W. H. Evans. It was also known as Evans Late Joy's, the venue previously being owned by a man named Joy. In 1842 the rooms were taken over by John Paddy Green, who had been one of Evans's entertainers. Green reconstructed the rooms and maintained their popular reputation. The room was 113 feet (34.4 m) long by 56 feet (17.1 m) wide.",https://upload.wikimedia.org/wikipedia/commons/4/43/King_Street_43.jpg,historic_architecture,51.5121,-0.123859
United Kingdom,London,The Courtyard,N334370373,"cultural,theatres_and_entertainments,interesting_places,other_theatres","The Courtyard is a theatre housed in the former public library (originally known as the Passmore Edwards Free Library) in Pitfield Street in Hoxton, London Borough of Hackney, England. It is a Grade II listed building.The Courtyard operates both a 150-seat main house and an 80-seat studio theatre. It is also home to the Iambic wine bar.The Courtyard hosted the first London Horror Festival in October/November 2011, a co-production between The Courtyard and Theatre of the Damned, the UK's first festival of horror in the performing arts.From 23 May to 16 June 2012 the Courtyard hosted the London revival of Meredith Oakes' play Faith starring ex-Eastender Charlie Clements.",https://upload.wikimedia.org/wikipedia/commons/a/aa/Passmore_Edwards_Free_Library%2C_Shoreditch_%28geograph_4155391%29.jpg,cultural,51.527985,-0.083386
United Kingdom,London,Paul,N821344049,"religion,historic_architecture,architecture,churches,interesting_places,shops,bakeries,tourist_facilities,other_buildings_and_structures,other_churches","St Paul's Church is a church located in Bedford Street, Covent Garden, London, WC2E 9ED. It was designed by Inigo Jones as part of a commission for the 4th Earl of Bedford in 1631 to create ""houses and buildings fit for the habitations of Gentlemen and men of ability"". As well as being the parish church of Covent Garden, the church has gained the nickname of ""the actors' church"" by a long association with the theatre community.",https://upload.wikimedia.org/wikipedia/commons/c/c8/St._Paul%27s_Church%2C_Covent_Garden%2C_London.jpg,religion,51.51115,-0.124778
United Kingdom,London,Pho Covent Garden,N3688008182,"industrial_facilities,railway_stations,historic_architecture,architecture,interesting_places,restaurants,foods,tourist_facilities,other_buildings_and_structures","Covent Garden is a London Underground station in Covent Garden, West End of London. It is on the Piccadilly line between Leicester Square and Holborn stations and is in Travelcard Zone 1. The station is at the corner of Long Acre and James Street and is a Grade II listed building.",https://upload.wikimedia.org/wikipedia/commons/0/0d/Covent_Garden_stn_building.JPG,industrial_facilities,51.513969,-0.122736
United Kingdom,London,The Nags Head,W123318572,"historic_architecture,architecture,interesting_places,pubs,foods,tourist_facilities,other_buildings_and_structures","The Nag's Head is a Grade II listed public house at 10 James Street, Covent Garden, London, WC2.",https://upload.wikimedia.org/wikipedia/commons/0/03/Nags_Head%2C_Covent_Garden%2C_WC2_%284500783206%29.jpg,historic_architecture,51.512978,-0.12362
United Kingdom,London,St Martin-in-the-Fields,W30734422,"religion,churches,interesting_places,other_churches","St Martin-in-the-Fields is an English Anglican church at the north-east corner of Trafalgar Square in the City of Westminster, London. It is dedicated to Saint Martin of Tours. There has been a church on the site since the medieval period. The present building was constructed in a Neoclassical design by James Gibbs in 1722–1726.",https://upload.wikimedia.org/wikipedia/commons/7/70/St_martin_in_the_fields_exterior.jpg,religion,51.50882,-0.126644
United Kingdom,London,Trafalgar Studios,W140469329,"cultural,theatres_and_entertainments,interesting_places,other_theatres","Trafalgar Studios, formerly the Whitehall Theatre until 2004, is a West End theatre in Whitehall, near Trafalgar Square, in the City of Westminster, London.Also known as Trafalgar Studios at the Whitehall Theatre in honour of its former incarnation, the building consists of two intimate theatres designed by architects Tim Foster and John Muir. Studio 1, the larger of the two spaces with 380 seats, opened on 3 June 2004 with the Royal Shakespeare Company's production of Othello. Studio 2, with 100 seats, opened in October 2005 with the play Cyprus.",https://upload.wikimedia.org/wikipedia/commons/2/24/TrafalgarStudiosLondon.png,cultural,51.506451,-0.127733
United Kingdom,London,London Coliseum,W107035569,"cultural,theatres_and_entertainments,interesting_places,opera_houses","The London Coliseum (also known as the Coliseum Theatre) is a theatre in St Martin's Lane, Westminster, built as one of London's largest and most luxurious ""family"" variety theatres. Opened on 24 December 1904 as the London Coliseum Theatre of Varieties, it was designed by the theatrical architect Frank Matcham for the impresario Oswald Stoll. Their ambition was to build the largest and finest music hall, described as the ""people's palace of entertainment"" of its age.",https://upload.wikimedia.org/wikipedia/commons/0/02/London_Coliseum.jpg,cultural,51.509995,-0.126217
